2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2
2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2
2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2
2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2
2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2
2,2,2,2,2,1,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,1,2,2,2,2,2
2,2,2,2,2,1,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,1,2,2,2,2,2
2,2,2,2,2,1,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,1,2,2,2,2,2
2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2
2,2,2,2,2,1,0,0,5,5,5,5,0,0,0,0,4,4,0,0,5,5,5,5,0,0,0,0,4,4,0,0,5,5,1,2,2,2,2,2
2,2,2,2,2,1,0,0,5,5,5,5,0,0,0,0,4,4,0,0,5,5,5,5,0,0,0,0,4,4,0,0,5,5,1,2,2,2,2,2
2,2,2,2,2,1,0,0,5,5,5,5,0,0,0,0,4,4,0,0,5,5,5,5,0,0,0,0,4,4,0,0,5,5,1,2,2,2,2,2
2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2
2,2,2,2,2,1,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,1,2,2,2,2,2
2,2,2,2,2,1,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,1,2,2,2,2,2
2,2,2,2,2,1,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,1,2,2,2,2,2
2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2
2,2,2,2,2,1,0,5,5,5,5,0,0,0,4,4,0,0,5,5,5,5,0,0,0,4,4,0,0,5,5,5,5,0,1,2,2,2,2,2
2,2,2,2,2,1,0,5,5,5,5,0,0,0,4,4,0,0,5,5,5,5,0,0,0,4,4,0,0,5,5,5,5,0,1,2,2,2,2,2
2,2,2,2,2,1,0,5,5,5,5,0,0,0,4,4,0,0,5,5,5,5,0,0,0,4,4,0,0,5,5,5,5,0,1,2,2,2,2,2
